,State,District,Candidate,Party,Incumbent/Challenger/Open,Receipts 18m,Contributions from Individuals 18m,Contributions from PACs and Other Committees 18m,Contributions and Loans from the Candidate 18m,Disbursements 18m,Cash On Hand,Debts 18m,Coverage End Date,Year,Candidate last name,Candidate first name,Candidate middle name
12498,IOWA,1,BRALEY BRUCE L,Democratic Party,Incumbent,1066619.05,618479.75,440743.54,0,722021.9,632385.48,1531.07,2010-06-30 00:00:00,2010,BRALEY,BRUCE,L
12499,IOWA,1,BUDDE JAMES R,Republican Party,Challenger,4935,2775,0,2160,3639.42,1295.58,0,2010-06-30 00:00:00,2010,BUDDE,JAMES,R
12500,IOWA,1,JOHNSON WILL,Republican Party,Challenger,2081,0,0,0,1212,869,0,2010-05-12 00:00:00,2010,JOHNSON,WILL,
12501,IOWA,1,LACOSTE MIKE STEVEN,Republican Party,Challenger,8600,2775,0,1000,8600,0,0,2010-06-22 00:00:00,2010,LACOSTE,MIKE,STEVEN
12502,IOWA,1,LANGE BENJAMIN MICHAEL,Republican Party,Challenger,168119.16,165599.06,2520.1,0,57822.5,110296.66,5232.55,2010-06-30 00:00:00,2010,LANGE,BENJAMIN,MICHAEL
12503,IOWA,2,LOEBSACK DAVID WAYNE,Democratic Party,Incumbent,642913.59,276618.8,365894.79,0,226243.13,524228.83,0,2010-06-30 00:00:00,2010,LOEBSACK,DAVID,WAYNE
12504,IOWA,2,GETTEMY ROBERT EDWARD,Republican Party,Challenger,157281.72,54697.74,0,102583.98,157379.27,2.45,1000,2010-06-30 00:00:00,2010,GETTEMY,ROBERT,EDWARD
12505,IOWA,2,MILLER-MEEKS MARIANNETTE JANE,Republican Party,Challenger,317936.71,151601.45,14000,152335.26,217836.94,104103.04,105000,2010-06-30 00:00:00,2010,MILLER-MEEKS,MARIANNETTE,JANE
12506,IOWA,2,RATHJE STEVE,Republican Party,Challenger,133344,133129.29,0,34,133344,0,0,2010-06-30 00:00:00,2010,RATHJE,STEVE,
12507,IOWA,2,REED CHRISTOPHER,Republican Party,Challenger,38330.67,0,0,0,29752,9,0,2010-06-30 00:00:00,2010,REED,CHRISTOPHER,
12508,IOWA,3,BOSWELL LEONARD L.,Democratic Party,Incumbent,992871.57,283033.58,704756.98,0,361429.55,733990.59,0,2010-06-30 00:00:00,2010,BOSWELL,LEONARD,L.
12509,IOWA,3,BERTROCHE J PATRICK,Republican Party,Challenger,6645,4145,0,2500,7611,-967,0,2010-05-26 00:00:00,2010,BERTROCHE,J,PATRICK
12510,IOWA,3,FUNK DAVID EDWARD,Republican Party,Challenger,115810.25,101642,0,13168.25,115550,260.25,12000,2010-06-30 00:00:00,2010,FUNK,DAVID,EDWARD
12511,IOWA,3,GIBBONS JIM,Republican Party,Challenger,519345.58,473050.46,38250,1700,470195.44,49150.14,51188.46,2010-06-30 00:00:00,2010,GIBBONS,JIM,
12512,IOWA,3,REES MARK ROBERT,Republican Party,Challenger,89451.7,14950,0,74659.24,89451.7,0,73409.24,2010-06-30 00:00:00,2010,REES,MARK,ROBERT
12513,IOWA,3,ZAUN BRAD,Republican Party,Challenger,240465.48,227715.48,12500,0,140065.06,100400.42,47945.81,2010-06-30 00:00:00,2010,ZAUN,BRAD,
12514,IOWA,4,LATHAM THOMAS P.,Republican Party,Incumbent,1013510.86,437781.92,570250,0,326152.82,755832.23,5725.62,2010-06-30 00:00:00,2010,LATHAM,THOMAS,P.
12515,IOWA,4,MASKE BILLY DALE,Democratic Party,Challenger,75985.43,32242.64,0,28056.98,59656.47,16328.96,15000,2010-06-30 00:00:00,2010,MASKE,BILLY,DALE
12516,IOWA,5,KING STEVE MR.,Republican Party,Incumbent,713273.57,511081.76,183045,0,584124.07,309154.2,0,2010-06-30 00:00:00,2010,KING,STEVE,MR.
12517,IOWA,5,CAMPBELL MATTHEW,Democratic Party,Challenger,114823.49,55223.49,9000,41000,92149.93,22673.56,49600,2010-06-30 00:00:00,2010,CAMPBELL,MATTHEW,
12518,IOWA,5,DENKLAU MICHAEL ALLEN,Democratic Party,Challenger,35196.45,35121.45,75,0,35196.45,0,0,2010-06-28 00:00:00,2010,DENKLAU,MICHAEL,ALLEN
12519,KANSAS,1,BARKER TIMOTHY CLARK,Republican Party,Open,127285,27285,0,100000,152398.8,0,0,2009-10-15 00:00:00,2010,BARKER,TIMOTHY,CLARK
12520,KANSAS,1,BARNETT JAMES A,Republican Party,Open,776165.81,646212.12,29750,100000,561475.09,214690.72,100000,2010-06-30 00:00:00,2010,BARNETT,JAMES,A
12521,KANSAS,1,BOLDRA SUE ELLEN,Republican Party,Open,49840.14,34840.14,0,15000,41348.64,8541.5,15000,2010-06-30 00:00:00,2010,BOLDRA,SUE,ELLEN
12522,KANSAS,1,COBB MARCK REDELL,Republican Party,Open,6000,953,0,5046,5290,1542,0,2010-06-30 00:00:00,2010,COBB,MARCK,REDELL
12523,KANSAS,1,HUELSKAMP TIMOTHY A,Republican Party,Open,726036.56,700536.56,25500,0,434283,391071.5,14143.72,2010-06-30 00:00:00,2010,HUELSKAMP,TIMOTHY,A
12524,KANSAS,1,JILKA ALAN,Democratic Party,Open,98227.2,84325.67,4000,9551.53,79055.15,19172.05,0,2010-06-30 00:00:00,2010,JILKA,ALAN,
12525,KANSAS,1,MANN TRACEY ROBERT,Republican Party,Open,556904.27,552904.27,4000,0,373645.16,183259.11,36945.62,2010-06-30 00:00:00,2010,MANN,TRACEY,ROBERT
12526,KANSAS,1,SHADWICK MONTE,Republican Party,Open,79816,79816,0,0,77159.9,3406.1,1000,2010-06-30 00:00:00,2010,SHADWICK,MONTE,
12527,KANSAS,1,WASINGER ROBERT K,Republican Party,Open,604831.95,573982.6,26850,0,508534.63,190864.66,0,2010-06-30 00:00:00,2010,WASINGER,ROBERT,K
12528,KANSAS,2,JENKINS LYNN,Republican Party,Incumbent,1036375.79,526938.49,455492.63,0,345319.48,828789.58,0,2010-06-30 00:00:00,2010,JENKINS,LYNN,
12529,KANSAS,2,KELLY LAURA JEANNE,Democratic Party,Challenger,167637.34,138030.58,14600,15000,167637.34,0,14421.39,2010-03-31 00:00:00,2010,KELLY,LAURA,JEANNE
12530,KANSAS,2,KOCH THOMAS NEIL,Democratic Party,Challenger,3401,262,0,3139,3115,286,1783,2010-06-30 00:00:00,2010,KOCH,THOMAS,NEIL
12531,KANSAS,2,PYLE DENNIS D,Republican Party,Challenger,79465.01,79465.01,0,0,45831.39,33633.62,0,2010-06-30 00:00:00,2010,PYLE,DENNIS,D
12532,KANSAS,2,REYNOLDS TY COLIN,Independent,Challenger,2000,0,0,2000,1426.32,573.68,2000,2010-06-30 00:00:00,2010,REYNOLDS,TY,COLIN
12533,KANSAS,3,BALAM JOEL,Independent,Open,675,675,0,0,1358,36,0,2010-06-30 00:00:00,2010,BALAM,JOEL,
12534,KANSAS,3,GILYEAT DANIEL,Republican Party,Open,11819,11819,0,0,11605,213,2087,2010-06-30 00:00:00,2010,GILYEAT,DANIEL,
12535,KANSAS,3,JORDAN NICHOLAS M,Republican Party,Open,242718.39,216272,0,0,212053.89,30906.47,0,2010-06-30 00:00:00,2010,JORDAN,NICHOLAS,M
12536,KANSAS,3,LIGHTNER PATRICIA,Republican Party,Open,118045.2,98179.2,1250,18500,91172.79,26872.41,14500,2010-06-30 00:00:00,2010,LIGHTNER,PATRICIA,
12537,KANSAS,3,MCPHERSON CRAIG,Republican Party,Open,23813.5,21687.64,0,2125.86,15290.09,8015.33,0,2010-06-30 00:00:00,2010,MCPHERSON,CRAIG,
12538,KANSAS,3,MOORE STEPHENE ANN,Democratic Party,Open,352202.91,224051.61,128133.33,0,81994.41,270208.5,0,2010-06-30 00:00:00,2010,MOORE,STEPHENE,ANN
12539,KANSAS,3,ROSE STEVE,Republican Party,Open,13470,13470,0,0,13470,0,0,2009-09-30 00:00:00,2010,ROSE,STEVE,
12540,KANSAS,3,RYSAVY JOHN TIMOTHY,Republican Party,Open,65369.5,43661.52,0,21500,62753.25,2616.25,4500,2010-06-30 00:00:00,2010,RYSAVY,JOHN,TIMOTHY
12541,KANSAS,3,SCHERER THOMAS E MR.,Democratic Party,Open,84171.65,1845,0,82326.65,83621.44,550.21,12020.77,2010-06-30 00:00:00,2010,SCHERER,THOMAS,E MR.
12542,KANSAS,3,UVODICH JEAN ANN,Republican Party,Open,10134,0,0,6573,6881,3253,4833,2010-06-30 00:00:00,2010,UVODICH,JEAN,ANN
12543,KANSAS,3,YODER KEVIN W,Republican Party,Open,803869.71,736656.71,67200,13,186041.09,617828.62,0,2010-06-30 00:00:00,2010,YODER,KEVIN,W
12544,KANSAS,4,ANDERSON JAMES D,Republican Party,Open,42266,33952,0,6161,38036,4229,2425,2010-06-30 00:00:00,2010,ANDERSON,JAMES,D
12545,KANSAS,4,GOYLE RAJ,Democratic Party,Open,1238872.15,1141488.69,96800,0,337701.17,901170.98,0,2010-06-30 00:00:00,2010,GOYLE,RAJ,
12546,KANSAS,4,HARTMAN WINK,Republican Party,Open,1415818.8,137418.8,0,1278400,1274880.94,140937.86,1273600,2010-06-30 00:00:00,2010,HARTMAN,WINK,
12547,KANSAS,4,KELSEY RICHARD FRANKLIN,Republican Party,Open,268872.21,44372.21,1000,222500,261326.22,7545.99,222500,2010-06-30 00:00:00,2010,KELSEY,RICHARD,FRANKLIN
12548,KANSAS,4,POMPEO MICHAEL RICHARD,Republican Party,Open,885739.54,854239.54,31500,0,441224.16,444515.38,1573,2010-06-30 00:00:00,2010,POMPEO,MICHAEL,RICHARD
12549,KANSAS,4,RUTSCHMAN PAIJ BORING,Republican Party,Open,30080,80,0,30000,24464,5615,30000,2010-06-30 00:00:00,2010,RUTSCHMAN,PAIJ,BORING
12550,KANSAS,4,SCHODORF JEAN KURTIS,Republican Party,Open,64453.46,33947.46,1500,29006,47348.25,17104.67,29006,2010-06-30 00:00:00,2010,SCHODORF,JEAN,KURTIS
12551,KENTUCKY,1,WHITFIELD ED,Republican Party,Incumbent,905445.09,326945,542030.82,0,429674.3,1125644.78,0,2010-06-30 00:00:00,2010,WHITFIELD,ED,
12552,KENTUCKY,2,GUTHRIE S. BRETT,Republican Party,Incumbent,1022795.74,409765.81,593864.16,0,285379.43,762497.91,0,2010-06-30 00:00:00,2010,GUTHRIE,S.,BRETT
12553,KENTUCKY,3,YARMUTH JOHN A MR,Democratic Party,Incumbent,997170.77,496980.65,491464.04,4600,421027.4,600494.82,132262.4,2010-06-30 00:00:00,2010,YARMUTH,JOHN,A MR
12554,KENTUCKY,3,BRINKSNEADER DARREN,Unknown,Challenger,2875,1125,0,1750,1058,1816,0,2010-06-30 00:00:00,2010,BRINKSNEADER,DARREN,
12555,KENTUCKY,3,HAUSMAN FRANK LAWRENCE,Republican Party,Challenger,41725.8,41651.71,74.09,0,40670.07,1055.73,0,2010-06-30 00:00:00,2010,HAUSMAN,FRANK,LAWRENCE
12556,KENTUCKY,3,LALLY TODD,Republican Party,Challenger,374134.38,255134.38,3000,116000,110466.32,263923.06,116000,2010-06-30 00:00:00,2010,LALLY,TODD,
12557,KENTUCKY,3,PARKER MARILYN,Republican Party,Challenger,19679,12480,0,5082,19679,0,0,2010-03-31 00:00:00,2010,PARKER,MARILYN,
12558,KENTUCKY,3,REETZ JEFFREY THOMAS,Republican Party,Challenger,205432.48,98455.89,4250,102726.59,198223.3,7209.54,100000,2010-06-30 00:00:00,2010,REETZ,JEFFREY,THOMAS
12559,KENTUCKY,3,WICKER SCOTT BROOKS JR,Republican Party,Challenger,10300,0,0,0,10229,69,0,2010-06-30 00:00:00,2010,WICKER,SCOTT,BROOKS JR
12560,KENTUCKY,4,DAVIS GEOFFREY C.,Republican Party,Incumbent,1192842.86,271251.49,725856.9,85400,733095.06,810097.66,85400,2010-06-30 00:00:00,2010,DAVIS,GEOFFREY,C.
12561,KENTUCKY,4,WALTZ JOHN WILLIAM,Democratic Party,Challenger,250538.68,248038.68,2500,0,153059.66,97479.02,0,2010-06-30 00:00:00,2010,WALTZ,JOHN,WILLIAM
12562,KENTUCKY,5,ROGERS HAROLD DALLAS,Republican Party,Incumbent,524710.25,199510,310550,0,514049.92,922120.66,0,2010-06-30 00:00:00,2010,ROGERS,HAROLD,DALLAS
12563,KENTUCKY,5,HOLBERT JAMES E ''JIM'',Democratic Party,Challenger,7716,2331,2000,3325,7016,735,0,2010-06-30 00:00:00,2010,HOLBERT,JAMES,E ''JIM''
12564,KENTUCKY,5,STEPP KENNETH ,Democratic Party,Challenger,125,25,0,120,125,0,0,2010-06-30 00:00:00,2010,STEPP,KENNETH,
12565,KENTUCKY,6,CHANDLER A.B. III,Democratic Party,Incumbent,903221.38,492292.55,393732.14,0,279696.03,1746967.32,0,2010-06-30 00:00:00,2010,CHANDLER,A.B.,III
12566,KENTUCKY,6,BARR GARLAND ''ANDY'',Republican Party,Challenger,811614.63,755802.72,55500,0,450722.34,360892.29,3071.43,2010-06-30 00:00:00,2010,BARR,GARLAND,''ANDY''
12567,KENTUCKY,6,KEMPER JOHN,Republican Party,Challenger,6440,6350,0,0,3795.73,2644.27,0,2010-04-28 00:00:00,2010,KEMPER,JOHN,
12568,KENTUCKY,6,LOCKETT EDWARD MATTHEW,Republican Party,Challenger,11570,11320,250,0,11570,0,0,2010-06-24 00:00:00,2010,LOCKETT,EDWARD,MATTHEW
12569,KENTUCKY,6,PENDERGRASS GEORGE,Republican Party,Challenger,11267,4075,0,7192,11267,0,0,2010-05-15 00:00:00,2010,PENDERGRASS,GEORGE,
12570,KENTUCKY,6,TEMPLEMAN MICHAEL DALE,Republican Party,Challenger,160623,51053,5500,104070,160616.62,6.38,100000,2010-06-21 00:00:00,2010,TEMPLEMAN,MICHAEL,DALE
12571,LOUISIANA,1,SCALISE STEVE MR.,Republican Party,Incumbent,1055426.59,691643.76,357613.63,0,739340.69,328526.65,0,2010-06-30 00:00:00,2010,SCALISE,STEVE,MR.
12572,LOUISIANA,2,CAO ANH 'JOSEPH',Republican Party,Incumbent,1401810.35,1117682.28,269919.81,0,1050674.46,359106.02,5000,2010-06-30 00:00:00,2010,CAO,ANH,'JOSEPH'
12573,LOUISIANA,2,LAFONTA JUAN ANTHONY,Democratic Party,Challenger,253380.43,236702.19,16450,140,222973.34,30407.09,0,2010-06-30 00:00:00,2010,LAFONTA,JUAN,ANTHONY
12574,LOUISIANA,2,RICHMOND CEDRIC L,Democratic Party,Challenger,493245.92,397014.96,91225,4000,240922.03,250222.7,170631.32,2010-06-30 00:00:00,2010,RICHMOND,CEDRIC,L
12575,LOUISIANA,3,DOWNER HUNTINGTON B JR,Republican Party,Open,279418.67,268118.67,11300,0,34800.61,244618.06,0,2010-06-30 00:00:00,2010,DOWNER,HUNTINGTON,B JR
12576,LOUISIANA,3,LANDRY JEFFREY M,Republican Party,Open,495143.54,441102.5,0,54028.38,116758.28,378385.26,52918.6,2010-06-30 00:00:00,2010,LANDRY,JEFFREY,M
12577,LOUISIANA,3,LEOPOLD CHRIS,Republican Party,Open,83770,78770,5000,0,10594.78,73175.22,2400,2010-06-30 00:00:00,2010,LEOPOLD,CHRIS,
12578,LOUISIANA,3,MAGAR KRISTIAN LEE,Republican Party,Open,33704.27,10529.29,0,23174.98,13716.39,19987.88,20000,2010-06-30 00:00:00,2010,MAGAR,KRISTIAN,LEE
12579,LOUISIANA,3,MONICA NICKIE,Republican Party,Open,150,0,0,150,150,0,0,2010-03-31 00:00:00,2010,MONICA,NICKIE,
12580,LOUISIANA,3,SANGISETTY RAVI,Democratic Party,Open,544188.9,415401.02,3500,125000,260962.45,283226.45,127111.34,2010-06-30 00:00:00,2010,SANGISETTY,RAVI,
12581,LOUISIANA,4,FLEMING JOHN CALVIN JR.,Republican Party,Incumbent,1160086.19,898472.69,258111.79,0,731818.99,432600.01,639978.41,2010-06-30 00:00:00,2010,FLEMING,JOHN,CALVIN JR.
12582,LOUISIANA,5,ALEXANDER RODNEY M. MR.,Republican Party,Incumbent,907136.02,630663.23,269959.46,1000,785201.49,148441.32,0,2010-06-30 00:00:00,2010,ALEXANDER,RODNEY,M. MR.
12583,LOUISIANA,6,CASSIDY WILLIAM,Republican Party,Incumbent,1281064.37,981937.98,295117.48,0,399660.87,924387.96,0,2010-06-30 00:00:00,2010,CASSIDY,WILLIAM,
12584,LOUISIANA,7,BOUSTANY CHARLES DR. JR.,Republican Party,Incumbent,1184345.4,578090.18,598500,0,644662.53,681804.91,0,2010-06-30 00:00:00,2010,BOUSTANY,CHARLES,DR. JR.
12585,MAINE,1,PINGREE CHELLIE M,Democratic Party,Incumbent,669567.07,543329.62,114755.15,0,333846.88,361122.47,1573.95,2010-06-30 00:00:00,2010,PINGREE,CHELLIE,M
12586,MAINE,1,SCONTRAS DEAN P,Republican Party,Challenger,152320.09,143194.99,5020.1,0,84934.94,67385.15,0,2010-06-30 00:00:00,2010,SCONTRAS,DEAN,P
12587,MAINE,2,MICHAUD MICHAEL H.,Democratic Party,Incumbent,760624.1,198139.63,551899.92,0,351239.91,668266.41,0,2010-06-30 00:00:00,2010,MICHAUD,MICHAEL,H.
12588,MAINE,2,LEVESQUE JASON JOHN,Republican Party,Challenger,242935.3,192777.47,11435.55,38721.28,186411.84,56523.46,16000,2010-06-30 00:00:00,2010,LEVESQUE,JASON,JOHN
12589,MARYLAND,1,KRATOVIL FRANK M MR. JR,Democratic Party,Incumbent,1720179.39,798888.92,886543.51,0,411953.44,1325058.65,0,2010-06-30 00:00:00,2010,KRATOVIL,FRANK,M MR. JR
12590,MARYLAND,1,FISHER ROBERT A JR,Republican Party,Challenger,445358.34,10025,0,435333.34,206384.51,238973.83,421161.1,2010-06-30 00:00:00,2010,FISHER,ROBERT,A JR
12591,MARYLAND,1,GHRIST JEFFERSON LUDWIG JR,Republican Party,Challenger,155,0,0,25,155,0,0,2009-12-31 00:00:00,2010,GHRIST,JEFFERSON,LUDWIG JR
12592,MARYLAND,1,HARRIS ANDREW P,Republican Party,Challenger,1350621.7,1095902.04,224949.75,0,518223.56,896742.01,16300,2010-06-30 00:00:00,2010,HARRIS,ANDREW,P
12593,MARYLAND,1,WILSON JACK SR,Independent,Challenger,29401,9447,0,19954,18438,10962,0,2010-06-30 00:00:00,2010,WILSON,JACK,SR
12594,MARYLAND,2,RUPPERSBERGER DUTCH,Democratic Party,Incumbent,734101.67,348780.44,382900,0,489177.79,1020764.01,0,2010-06-30 00:00:00,2010,RUPPERSBERGER,DUTCH,
12595,MARYLAND,2,CARDARELLI MARCELO GABRIEL,Republican Party,Challenger,134122.54,10560,2000,120562.54,28021.28,106101.26,96000,2010-06-30 00:00:00,2010,CARDARELLI,MARCELO,GABRIEL
12596,MARYLAND,2,MORRIS JEFFREY FLERON,Democratic Party,Challenger,5050,4350,0,700,2451,2598,2765,2010-06-30 00:00:00,2010,MORRIS,JEFFREY,FLERON
12597,MARYLAND,3,SARBANES JOHN P. MR.,Democratic Party,Incumbent,858916.49,773916.49,85000,0,378052.14,761283.71,0,2010-06-30 00:00:00,2010,SARBANES,JOHN,P. MR.
12598,MARYLAND,3,BARTOSZ GREGORY ADAM,Republican Party,Challenger,8124,6874,0,1250,5843,2280,0,2010-06-30 00:00:00,2010,BARTOSZ,GREGORY,ADAM
12599,MARYLAND,3,CARNEY THOMAS KEVIN,Republican Party,Challenger,9902.59,3400,0,6371.51,59496.58,0,0,2009-09-30 00:00:00,2010,CARNEY,THOMAS,KEVIN
12600,MARYLAND,3,WILHELM JIM,Republican Party,Challenger,42600,1600,0,41000,3185,39415,0,2010-06-30 00:00:00,2010,WILHELM,JIM,
12601,MARYLAND,4,EDWARDS DONNA,Democratic Party,Incumbent,523464.6,282638.04,238015.95,0,335566.54,203425.49,10020,2010-06-30 00:00:00,2010,EDWARDS,DONNA,
12602,MARYLAND,4,TAYLOR HERMAN LEE JR,Democratic Party,Challenger,23738,23738,0,0,11530.99,13352.92,0,2010-06-30 00:00:00,2010,TAYLOR,HERMAN,LEE JR
12603,MARYLAND,5,HOYER STENY HAMILTON,Democratic Party,Incumbent,3311777.12,1143110.29,2149380,0,2383204.69,1564374.27,0,2010-06-30 00:00:00,2010,HOYER,STENY,HAMILTON
12604,MARYLAND,5,BAILEY COLLINS,Republican Party,Challenger,112343.23,12343.23,0,100000,18748.99,97385.59,100000,2010-06-30 00:00:00,2010,BAILEY,COLLINS,
12605,MARYLAND,5,LOLLAR CHARLES J,Republican Party,Challenger,192977.63,192589.67,0,387.96,113693.34,79284.29,0,2010-06-30 00:00:00,2010,LOLLAR,CHARLES,J
12606,MARYLAND,6,BARTLETT ROSCOE G. JR.,Republican Party,Incumbent,190119.17,106706.5,68500,0,79376.71,404309.46,0,2010-06-30 00:00:00,2010,BARTLETT,ROSCOE,G. JR.
12607,MARYLAND,6,CLARK CASEY,Democratic Party,Challenger,153362.75,102337.35,1025,50000,133916.84,19445.91,0,2010-06-30 00:00:00,2010,CLARK,CASEY,
12608,MARYLAND,6,DUCK ANDREW JAMES,Democratic Party,Challenger,20668.42,18093.42,2575,0,17671.61,2996.81,0,2010-06-30 00:00:00,2010,DUCK,ANDREW,JAMES
12609,MARYLAND,6,KRYSZTOFORSKI JOSEPH T,Republican Party,Challenger,8396.69,5296.69,0,3100,7597.8,1153.12,18700,2010-06-30 00:00:00,2010,KRYSZTOFORSKI,JOSEPH,T
12610,MARYLAND,6,TAYLOR STEVEN MICHAEL,Republican Party,Challenger,115,115,0,0,47,67,0,2010-06-30 00:00:00,2010,TAYLOR,STEVEN,MICHAEL
12611,MARYLAND,7,CUMMINGS ELIJAH E,Democratic Party,Incumbent,608426.37,263366.04,321622.72,0,447430.56,819014.44,0,2010-06-30 00:00:00,2010,CUMMINGS,ELIJAH,E
12612,MARYLAND,7,SPENCER SCOTT JAMES,Libertarian Party,Challenger,449,0,0,449,440,8,100,2010-06-30 00:00:00,2010,SPENCER,SCOTT,JAMES
12613,MARYLAND,8,VAN HOLLEN CHRIS,Democratic Party,Incumbent,1399000.42,740744.76,565275.1,0,911795.88,3064005.03,2209.56,2010-06-30 00:00:00,2010,VAN,HOLLEN,CHRIS
12614,MARYLAND,8,GRANNIS MARK ANDREW,Libertarian Party,Challenger,12642,10775,0,1867,2188,10353,0,2010-06-30 00:00:00,2010,GRANNIS,MARK,ANDREW
12615,MARYLAND,8,STERN BRUCE L,Republican Party,Challenger,23208,3800,0,19408,3122,23085,15000,2010-06-30 00:00:00,2010,STERN,BRUCE,L
12616,MARYLAND,8,THRON CHRISTINE CONNELL,Republican Party,Challenger,2118.1,783.5,0,1334.6,1412.56,705.54,0,2010-06-30 00:00:00,2010,THRON,CHRISTINE,CONNELL
12617,MASSACHUSETTS,1,OLVER JOHN WALTER,Democratic Party,Incumbent,606500,312633.3,288903.55,2400,361780.32,348188.9,0,2010-06-30 00:00:00,2010,OLVER,JOHN,WALTER
12618,MASSACHUSETTS,1,ENGEL MICHAEL,Independent,Challenger,16945,945,0,16000,1245,15700,0,2010-06-30 00:00:00,2010,ENGEL,MICHAEL,
12619,MASSACHUSETTS,1,GUNN WILLIAM LESLIE JR,Republican Party,Challenger,9451.04,8858.9,0,566,6605.3,2845.74,0,2010-06-30 00:00:00,2010,GUNN,WILLIAM,LESLIE JR
12620,MASSACHUSETTS,2,NEAL RICHARD E MR.,Democratic Party,Incumbent,1679796.93,506187.67,1070977.85,0,908825.05,2978164.22,0,2010-06-30 00:00:00,2010,NEAL,RICHARD,E MR.
12621,MASSACHUSETTS,2,FLEITMAN JAY SCOTT,Republican Party,Challenger,89485.48,48866,1900,38719.48,73586.14,15899.34,33600,2010-06-30 00:00:00,2010,FLEITMAN,JAY,SCOTT
12622,MASSACHUSETTS,2,WESLEY TOM,Republican Party,Challenger,80364.07,46685.07,0,33679,65690.31,14673.76,33398,2010-06-30 00:00:00,2010,WESLEY,TOM,
12623,MASSACHUSETTS,3,MCGOVERN JIM,Democratic Party,Incumbent,1068960.75,762874.36,300082.77,0,578283.33,822956.87,0,2010-06-30 00:00:00,2010,MCGOVERN,JIM,
12624,MASSACHUSETTS,3,BARRON PATRICK,Unknown,Challenger,3167,3167,0,0,1254,1913,0,2010-04-15 00:00:00,2010,BARRON,PATRICK,
12625,MASSACHUSETTS,3,HERR BRIAN,Republican Party,Challenger,66502,66502,0,0,42839.76,23662.24,0,2010-06-30 00:00:00,2010,HERR,BRIAN,
12626,MASSACHUSETTS,3,LAMB MARTIN A,Republican Party,Challenger,48918.41,21718.41,0,27200,27435.3,21483.11,27200,2010-06-30 00:00:00,2010,LAMB,MARTIN,A
12627,MASSACHUSETTS,4,FRANK BARNEY,Democratic Party,Incumbent,2224505.15,1607340.39,612750,0,1416778.4,981168.04,0,2010-06-30 00:00:00,2010,FRANK,BARNEY,
12628,MASSACHUSETTS,4,BIELAT SEAN D,Republican Party,Challenger,181530.5,145723.27,1000,33807.23,86759.04,94771.46,30000,2010-06-30 00:00:00,2010,BIELAT,SEAN,D
12629,MASSACHUSETTS,4,BROWN RACHEL,Democratic Party,Challenger,23188.37,22560,469.37,0,22032.55,1155.82,0,2010-06-30 00:00:00,2010,BROWN,RACHEL,
12630,MASSACHUSETTS,4,MESSINA KEITH,Republican Party,Challenger,1102.58,997.4,0,105,1102.58,0,0,2010-04-27 00:00:00,2010,MESSINA,KEITH,
12631,MASSACHUSETTS,4,SHOLLEY EARL HENRY,Republican Party,Challenger,73134,53644,0,19490,62468,11153,11750,2010-06-30 00:00:00,2010,SHOLLEY,EARL,HENRY
12632,MASSACHUSETTS,5,TSONGAS NICOLA S,Democratic Party,Incumbent,1248815.33,1035522.45,210075,0,696312.34,567997.38,21285.84,2010-06-30 00:00:00,2010,TSONGAS,NICOLA,S
12633,MASSACHUSETTS,5,BROWN DALE EDWARD,Independent,Challenger,2489,989,0,1500,2307,180,1500,2010-06-30 00:00:00,2010,BROWN,DALE,EDWARD
12634,MASSACHUSETTS,5,CLARK ROBERT MICHAEL,Unknown,Challenger,6182.68,0,0,6182.57,5788.04,566.44,0,2010-06-30 00:00:00,2010,CLARK,ROBERT,MICHAEL
12635,MASSACHUSETTS,5,GOLNIK JONATHAN A,Republican Party,Challenger,205417.99,100417.99,0,105000,92604.44,112813.55,105000,2010-06-30 00:00:00,2010,GOLNIK,JONATHAN,A
12636,MASSACHUSETTS,5,MEAS SAMBO,Republican Party,Challenger,59225,30665,0,27000,55150.48,4074.52,31125,2010-06-30 00:00:00,2010,MEAS,SAMBO,
12637,MASSACHUSETTS,5,SHAPIRO ROBERT,Republican Party,Challenger,27944,2071,0,25873,25092,2851,19079,2010-06-30 00:00:00,2010,SHAPIRO,ROBERT,
12638,MASSACHUSETTS,5,WEAVER THOMAS J M,Republican Party,Challenger,4215,3603,0,612,3960,254,0,2010-06-30 00:00:00,2010,WEAVER,THOMAS,J M
12639,MASSACHUSETTS,6,TIERNEY JOHN F,Democratic Party,Incumbent,561696.89,313237.03,192639.86,0,294251.87,1550056,0,2010-06-30 00:00:00,2010,TIERNEY,JOHN,F
12640,MASSACHUSETTS,6,HUDAK WILLIAM JOHN JR,Republican Party,Challenger,487286.17,264358.17,1500,216128,362332.54,124953.63,19340.09,2010-06-30 00:00:00,2010,HUDAK,WILLIAM,JOHN JR
12641,MASSACHUSETTS,6,MCCARTHY ROBERT J JR,Republican Party,Challenger,27815.38,805,0,27010,1553.93,26261.45,27010,2010-06-30 00:00:00,2010,MCCARTHY,ROBERT,J JR
12642,MASSACHUSETTS,6,SUKOFF DAVID MICHAEL,Republican Party,Challenger,37304.56,28300,0,4800,37304.56,0,0,2010-03-31 00:00:00,2010,SUKOFF,DAVID,MICHAEL
12643,MASSACHUSETTS,7,MARKEY EDWARD JOHN MR.,Democratic Party,Incumbent,1217244.59,637558.24,485776.88,0,702163.36,3341366.2,0,2010-06-30 00:00:00,2010,MARKEY,EDWARD,JOHN MR.
